0.000000	-16.602800
0.001000	-16.601200
0.002000	-16.596100
0.003000	-16.587800
0.004000	-16.577400
0.005000	-16.566700
0.006000	-16.556300
0.007000	-16.546000
0.008000	-16.535800
0.009000	-16.526500
0.010000	-16.519900
0.011000	-16.517400
0.012000	-16.519800
0.013000	-16.527200
0.014000	-16.538500
0.015000	-16.551400
0.016000	-16.562800
0.017000	-16.570400
0.018000	-16.574700
0.019000	-16.578100
0.020000	-16.583600
0.021000	-16.592900
0.022000	-16.605300
0.023000	-16.617500
0.024000	-16.626300
0.025000	-16.631000
0.026000	-16.633000
0.027000	-16.633200
0.028000	-16.632400
0.029000	-16.630600
0.030000	-16.627700
0.031000	-16.623500
0.032000	-16.618600
0.033000	-16.614000
0.034000	-16.610900
0.035000	-16.610300
0.036000	-16.612600
0.037000	-16.616700
0.038000	-16.620700
0.039000	-16.623600
0.040000	-16.625400
0.041000	-16.626900
0.042000	-16.628700
0.043000	-16.630800
0.044000	-16.633100
0.045000	-16.635300
0.046000	-16.637300
0.047000	-16.638800
0.048000	-16.638800
0.049000	-16.631600
0.050000	-16.595300
0.051000	-16.470600
0.052000	-16.154600
0.053000	-15.542400
0.054000	-14.602300
0.055000	-13.401100
0.056000	-12.043900
0.057000	-10.608000
0.058000	-9.137300
0.059000	-7.661000
0.060000	-6.194200
0.061000	-4.733700
0.062000	-3.268100
0.063000	-1.792300
0.064000	-0.314400
0.065000	1.150000
0.066000	2.590700
0.067000	4.010800
0.068000	5.425900
0.069000	6.850700
0.070000	8.275400
0.071000	9.663900
0.072000	10.985000
0.073000	12.246700
0.074000	13.493800
0.075000	14.772300
0.076000	16.078400
0.077000	17.324600
0.078000	18.374700
0.079000	19.140200
0.080000	19.638900
0.081000	19.957000
0.082000	20.178000
0.083000	20.351300
0.084000	20.498800
0.085000	20.628500
0.086000	20.741600
0.087000	20.835500
0.088000	20.908300
0.089000	20.959100
0.090000	20.988100
0.091000	20.995000
0.092000	20.980500
0.093000	20.948900
0.094000	20.909800
0.095000	20.873800
0.096000	20.847800
0.097000	20.831600
0.098000	20.822100
0.099000	20.816600
0.100000	20.815200
0.101000	20.818300
0.102000	20.824900
0.103000	20.832400
0.104000	20.839100
0.105000	20.844500
0.106000	20.849000
0.107000	20.853500
0.108000	20.860500
0.109000	20.873700
0.110000	20.896500
0.111000	20.928700
0.112000	20.967400
0.113000	21.008300
0.114000	21.047600
0.115000	21.080500
0.116000	21.100400
0.117000	21.100300
0.118000	21.074600
0.119000	21.020200
0.120000	20.936200
0.121000	20.822200
0.122000	20.668500
0.123000	20.439600
0.124000	20.065300
0.125000	19.461500
0.126000	18.576200
0.127000	17.427500
0.128000	16.102100
0.129000	14.710800
0.130000	13.333100
0.131000	11.991100
0.132000	10.662200
0.133000	9.307100
0.134000	7.896400
0.135000	6.426100
0.136000	4.914500
0.137000	3.384900
0.138000	1.847800
0.139000	0.300600
0.140000	-1.260500
0.141000	-2.831900
0.142000	-4.404100
0.143000	-5.969200
0.144000	-7.524900
0.145000	-9.072800
0.146000	-10.609300
0.147000	-12.108700
0.148000	-13.508000
0.149000	-14.709400
0.150000	-15.615200
0.151000	-16.186100
0.152000	-16.471300
0.153000	-16.576100
0.154000	-16.596800
0.155000	-16.589100
0.156000	-16.575600
0.157000	-16.564200
0.158000	-16.557000
0.159000	-16.553300
0.160000	-16.550800
0.161000	-16.548000
0.162000	-16.544500
0.163000	-16.540200
0.164000	-16.535300
0.165000	-16.529500
0.166000	-16.523400
0.167000	-16.517600
0.168000	-16.513100
0.169000	-16.512100
0.170000	-16.516300
0.171000	-16.525300
0.172000	-16.535700
0.173000	-16.543900
0.174000	-16.548200
0.175000	-16.549400
0.176000	-16.548400
0.177000	-16.545700
0.178000	-16.541300
0.179000	-16.535900
0.180000	-16.531400
0.181000	-16.530800
0.182000	-16.535300
0.183000	-16.543300
0.184000	-16.552100
0.185000	-16.559800
0.186000	-16.565700
0.187000	-16.569400
0.188000	-16.571000
0.189000	-16.571300
0.190000	-16.570700
0.191000	-16.569900
0.192000	-16.568900
0.193000	-16.568000
0.194000	-16.567200
0.195000	-16.567000
0.196000	-16.567800
0.197000	-16.569800
0.198000	-16.572300
0.199000	-16.574600
0.200000	-16.575600
0.201000	-16.569900
0.202000	-16.534500
0.203000	-16.408700
0.204000	-16.089300
0.205000	-15.472700
0.206000	-14.524300
0.207000	-13.300200
0.208000	-11.897100
0.209000	-10.399100
0.210000	-8.868400
0.211000	-7.350500
0.212000	-5.865600
0.213000	-4.407500
0.214000	-2.960600
0.215000	-1.510200
0.216000	-0.048300
0.217000	1.419100
0.218000	2.876100
0.219000	4.312500
0.220000	5.735000
0.221000	7.156900
0.222000	8.575500
0.223000	9.963900
0.224000	11.296100
0.225000	12.581200
0.226000	13.862700
0.227000	15.174000
0.228000	16.486500
0.229000	17.695000
0.230000	18.674300
0.231000	19.366800
0.232000	19.811800
0.233000	20.097600
0.234000	20.300500
0.235000	20.462300
0.236000	20.600000
0.237000	20.719300
0.238000	20.821300
0.239000	20.905400
0.240000	20.970100
0.241000	21.015500
0.242000	21.042100
0.243000	21.050100
0.244000	21.041500
0.245000	21.021200
0.246000	20.995200
0.247000	20.967600
0.248000	20.940100
0.249000	20.914200
0.250000	20.892300
0.251000	20.877900
0.252000	20.873600
0.253000	20.879000
0.254000	20.889700
0.255000	20.900000
0.256000	20.906600
0.257000	20.910200
0.258000	20.913000
0.259000	20.916200
0.260000	20.919200
0.261000	20.921300
0.262000	20.923500
0.263000	20.930200
0.264000	20.947400
0.265000	20.979100
0.266000	21.024500
0.267000	21.077500
0.268000	21.129000
0.269000	21.167500
0.270000	21.183100
0.271000	21.170400
0.272000	21.128800
0.273000	21.058700
0.274000	20.958600
0.275000	20.823100
0.276000	20.640200
0.277000	20.383500
0.278000	20.001100
0.279000	19.421900
0.280000	18.590900
0.281000	17.511400
0.282000	16.254600
0.283000	14.919200
0.284000	13.574400
0.285000	12.235300
0.286000	10.883200
0.287000	9.497000
0.288000	8.067400
0.289000	6.591700
0.290000	5.070300
0.291000	3.510500
0.292000	1.929000
0.293000	0.347800
0.294000	-1.214400
0.295000	-2.749700
0.296000	-4.262800
0.297000	-5.768800
0.298000	-7.281900
0.299000	-8.805200
0.300000	-10.327300
0.301000	-11.821500
0.302000	-13.236300
0.303000	-14.483200
0.304000	-15.455600
0.305000	-16.089400
0.306000	-16.416100
0.307000	-16.541200
0.308000	-16.571100
0.309000	-16.568600
0.310000	-16.558400
0.311000	-16.547600
0.312000	-16.537900
0.313000	-16.529600
0.314000	-16.522700
0.315000	-16.517500
0.316000	-16.513900
0.317000	-16.511000
0.318000	-16.507900
0.319000	-16.504100
0.320000	-16.499700
0.321000	-16.495500
0.322000	-16.492600
0.323000	-16.492400
0.324000	-16.497300
0.325000	-16.508700
0.326000	-16.524200
0.327000	-16.538400
0.328000	-16.547300
0.329000	-16.551200
0.330000	-16.552300
0.331000	-16.552100
0.332000	-16.550900
0.333000	-16.547900
0.334000	-16.542300
0.335000	-16.534000
0.336000	-16.524200
0.337000	-16.514700
0.338000	-16.506700
0.339000	-16.500800
0.340000	-16.496600
0.341000	-16.493800
0.342000	-16.491800
